"terms";"count";"prob"
"nothing";282;0.000426222669604883
"small";282;0.000426222669604883
"ago";281;0.000424711241698482
"month";281;0.000424711241698482
"name";280;0.000423199813792082
"together";280;0.000423199813792082
"taking";278;0.000420176957979281
"line";276;0.000417154102166481
"believe";275;0.00041564267426008
"including";275;0.00041564267426008
"music";275;0.00041564267426008
"case";274;0.00041413124635368
"follow";273;0.00041261981844728
"maybe";272;0.00041110839054088
"yes";272;0.00041110839054088
"care";271;0.000409596962634479
"head";271;0.000409596962634479
"group";270;0.000408085534728079
"actually";269;0.000406574106821679
"business";269;0.000406574106821679
"wanted";269;0.000406574106821679
"live";268;0.000405062678915278
"white";268;0.000405062678915278
"win";267;0.000403551251008878
"later";266;0.000402039823102478
"plan";264;0.000399016967289677
"less";263;0.000397505539383277
"center";262;0.000395994111476877
"others";260;0.000392971255664076
"past";260;0.000392971255664076
"asked";259;0.000391459827757676
"often";259;0.000391459827757676
"coming";258;0.000389948399851276
"probably";257;0.000388436971944875
"thank";257;0.000388436971944875
"change";256;0.000386925544038475
"started";256;0.000386925544038475
"almost";255;0.000385414116132075
"please";255;0.000385414116132075
"along";254;0.000383902688225674
"country";254;0.000383902688225674
"months";254;0.000383902688225674
"using";254;0.000383902688225674
"several";252;0.000380879832412874
"president";251;0.000379368404506473
"friday";249;0.000376345548693673
"half";249;0.000376345548693673
"according";248;0.000374834120787273
"community";247;0.000373322692880872
"friend";247;0.000373322692880872
"myself";247;0.000373322692880872
"open";247;0.000373322692880872
"pay";247;0.000373322692880872
"kind";246;0.000371811264974472
"young";246;0.000371811264974472
"nice";245;0.000370299837068072
"soon";245;0.000370299837068072
"women";245;0.000370299837068072
"black";244;0.000368788409161671
"support";244;0.000368788409161671
"whether";244;0.000368788409161671
"blog";243;0.000367276981255271
"wait";242;0.000365765553348871
"car";240;0.00036274269753607
"national";240;0.00036274269753607
"weekend";240;0.00036274269753607
"whole";239;0.00036123126962967
"become";237;0.000358208413816869
"side";237;0.000358208413816869
"stop";237;0.000358208413816869
"american";236;0.000356696985910469
"mind";236;0.000356696985910469
"five";234;0.000353674130097668
"games";234;0.000353674130097668
"local";234;0.000353674130097668
"experience";233;0.000352162702191268
"seen";233;0.000352162702191268
"tonight";233;0.000352162702191268
"else";232;0.000350651274284868
"full";232;0.000350651274284868
"idea";232;0.000350651274284868
"fact";231;0.000349139846378468
"anyone";230;0.000347628418472067
"area";228;0.000344605562659267
"close";228;0.000344605562659267
"hit";227;0.000343094134752866
"system";227;0.000343094134752866
"comes";225;0.000340071278940066
"law";225;0.000340071278940066
"series";225;0.000340071278940066
"information";224;0.000338559851033666
"party";224;0.000338559851033666
"bring";222;0.000335536995220865
"health";222;0.000335536995220865
"power";222;0.000335536995220865
"students";222;0.000335536995220865
"former";221;0.000334025567314465
"mother";221;0.000334025567314465
"add";219;0.000331002711501664
"members";219;0.000331002711501664
"check";218;0.000329491283595264
"number";218;0.000329491283595264
"important";217;0.000327979855688864
"news";217;0.000327979855688864
"saturday";217;0.000327979855688864
"saw";217;0.000327979855688864
"weeks";217;0.000327979855688864
"men";215;0.000324956999876063
"girl";214;0.000323445571969663
"hours";214;0.000323445571969663
"remember";214;0.000323445571969663
"guys";212;0.000320422716156862
"heart";212;0.000320422716156862
"forward";211;0.000318911288250462
"park";210;0.000317399860344061
"talk";209;0.000315888432437661
"outside";208;0.000314377004531261
"cut";207;0.000312865576624861
"finally";207;0.000312865576624861
"monday";207;0.000312865576624861
"leave";205;0.00030984272081206
"office";205;0.00030984272081206
"road";205;0.00030984272081206
"face";204;0.00030833129290566
"books";203;0.000306819864999259
"court";203;0.000306819864999259
"instead";203;0.000306819864999259
"list";203;0.000306819864999259
"problem";203;0.000306819864999259
"favorite";202;0.000305308437092859
"market";202;0.000305308437092859
"share";202;0.000305308437092859
"behind";201;0.000303797009186459
"bill";201;0.000303797009186459
"sometimes";201;0.000303797009186459
"couple";200;0.000302285581280059
"mean";200;0.000302285581280059
"ready";200;0.000302285581280059
"red";200;0.000302285581280059
"guy";199;0.000300774153373658
"late";198;0.000299262725467258
"light";198;0.000299262725467258
"program";198;0.000299262725467258
"amazing";197;0.000297751297560858
"history";197;0.000297751297560858
"april";196;0.000296239869654457
"front";196;0.000296239869654457
"lost";196;0.000296239869654457
"move";196;0.000296239869654457
"per";195;0.000294728441748057
"street";195;0.000294728441748057
"ask";194;0.000293217013841657
"running";194;0.000293217013841657
"special";194;0.000293217013841657
"sunday";194;0.000293217013841657
"word";194;0.000293217013841657
"among";193;0.000291705585935256
"class";193;0.000291705585935256
"coach";193;0.000291705585935256
"district";193;0.000291705585935256
"hear";193;0.000291705585935256
"parents";193;0.000291705585935256
"beautiful";192;0.000290194158028856
"large";192;0.000290194158028856
"thursday";192;0.000290194158028856
"added";190;0.000287171302216056
"son";190;0.000287171302216056
"officials";189;0.000285659874309655
"service";189;0.000285659874309655
"watching";189;0.000285659874309655
"although";188;0.000284148446403255
"given";188;0.000284148446403255
"quite";188;0.000284148446403255
"six";188;0.000284148446403255
"states";188;0.000284148446403255
"stay";188;0.000284148446403255
"words";188;0.000284148446403255
"either";187;0.000282637018496855
"tomorrow";187;0.000282637018496855
"watch";187;0.000282637018496855
"building";186;0.000281125590590454
"future";185;0.000279614162684054
"question";185;0.000279614162684054
"i’ve";184;0.000278102734777654
"especially";183;0.000276591306871254
"following";183;0.000276591306871254
"order";182;0.000275079878964853
"within";182;0.000275079878964853
"john";181;0.000273568451058453
"knew";181;0.000273568451058453
"reason";181;0.000273568451058453
"third";181;0.000273568451058453
"gave";180;0.000272057023152053
"child";179;0.000270545595245652
"college";179;0.000270545595245652
"easy";179;0.000270545595245652
"seems";179;0.000270545595245652
"turn";179;0.000270545595245652
"feeling";178;0.000269034167339252
"needs";178;0.000269034167339252
"university";178;0.000269034167339252
"wants";178;0.000269034167339252
"york";178;0.000269034167339252
"deal";177;0.000267522739432852
"living";177;0.000267522739432852
"project";177;0.000267522739432852
"taken";177;0.000267522739432852
"true";177;0.000267522739432852
"buy";176;0.000266011311526452
"didn’t";176;0.000266011311526452
"means";176;0.000266011311526452
"playing";176;0.000266011311526452
"rather";176;0.000266011311526452
"thinking";176;0.000266011311526452
"visit";176;0.000266011311526452
"wednesday";176;0.000266011311526452
"hand";175;0.000264499883620051
"media";175;0.000264499883620051
"saying";175;0.000264499883620051
"obama";174;0.000262988455713651
"chance";173;0.000261477027807251
"stuff";173;0.000261477027807251
"summer";173;0.000261477027807251
"decided";172;0.00025996559990085
"hot";172;0.00025996559990085
"south";172;0.00025996559990085
"cool";171;0.00025845417199445
"fall";170;0.00025694274408805
"phone";170;0.00025694274408805
"wrong";170;0.00025694274408805
"meet";169;0.000255431316181649
"perfect";169;0.000255431316181649
"points";169;0.000255431316181649
"short";169;0.000255431316181649
"awesome";168;0.000253919888275249
"board";167;0.000252408460368849
"department";167;0.000252408460368849
"felt";167;0.000252408460368849
"twitter";167;0.000252408460368849
"video";167;0.000252408460368849
"woman";167;0.000252408460368849
"across";166;0.000250897032462449
"federal";166;0.000250897032462449
"movie";166;0.000250897032462449
"rest";166;0.000250897032462449
"tuesday";166;0.000250897032462449
"final";165;0.000249385604556048
"lead";165;0.000249385604556048
"matter";164;0.000247874176649648
"understand";164;0.000247874176649648
"lives";163;0.000246362748743248
"played";163;0.000246362748743248
"reading";163;0.000246362748743248
"companies";162;0.000244851320836847
"inside";162;0.000244851320836847
"sense";162;0.000244851320836847
"heard";161;0.000243339892930447
"recent";161;0.000243339892930447
"town";161;0.000243339892930447
"usually";161;0.000243339892930447
"writing";161;0.000243339892930447
"beer";160;0.000241828465024047
"began";160;0.000241828465024047
"guess";160;0.000241828465024047
"himself";160;0.000241828465024047
"tried";160;0.000241828465024047
"won";160;0.000241828465024047
"ohio";159;0.000240317037117647
"clear";158;0.000238805609211246
"green";158;0.000238805609211246
"known";158;0.000238805609211246
"major";158;0.000238805609211246
"march";158;0.000238805609211246
"pick";158;0.000238805609211246
"challenge";157;0.000237294181304846
"film";157;0.000237294181304846
"miss";157;0.000237294181304846
"process";157;0.000237294181304846
"social";157;0.000237294181304846
"event";156;0.000235782753398446
"mom";156;0.000235782753398446
"available";155;0.000234271325492045
"meeting";155;0.000234271325492045
"death";154;0.000232759897585645
"north";154;0.000232759897585645
"art";153;0.000231248469679245
"director";153;0.000231248469679245
"needed";153;0.000231248469679245
"turned";153;0.000231248469679245
"walk";153;0.000231248469679245
"works";153;0.000231248469679245
"write";153;0.000231248469679245
"baby";152;0.000229737041772844
"hey";151;0.000228225613866444
"looks";151;0.000228225613866444
"nearly";151;0.000228225613866444
"offer";151;0.000228225613866444
"father";150;0.000226714185960044
"longer";150;0.000226714185960044
"looked";150;0.000226714185960044
"report";150;0.000226714185960044
"takes";150;0.000226714185960044
"card";149;0.000225202758053644
"online";149;0.000225202758053644
"schools";149;0.000225202758053644
"store";149;0.000225202758053644
"church";148;0.000223691330147243
"eyes";148;0.000223691330147243
"field";148;0.000223691330147243
"gets";148;0.000223691330147243
"space";148;0.000223691330147243
"based";147;0.000222179902240843
"enjoy";147;0.000222179902240843
"single";147;0.000222179902240843
"song";147;0.000222179902240843
"talking";147;0.000222179902240843
"sales";146;0.000220668474334443
"spent";146;0.000220668474334443
"america";145;0.000219157046428042
"goes";145;0.000219157046428042
"oil";145;0.000219157046428042
"paper";145;0.000219157046428042
"tax";144;0.000217645618521642
"that’s";144;0.000217645618521642
"war";144;0.000217645618521642
"human";143;0.000216134190615242
"moment";143;0.000216134190615242
"services";143;0.000216134190615242
"break";142;0.000214622762708842
"fine";142;0.000214622762708842
"general";142;0.000214622762708842
"held";142;0.000214622762708842
"include";142;0.000214622762708842
"possible";142;0.000214622762708842
"cost";141;0.000213111334802441
"expected";141;0.000213111334802441
"jersey";141;0.000213111334802441
"wish";141;0.000213111334802441
"became";140;0.000211599906896041
"birthday";140;0.000211599906896041
"issue";140;0.000211599906896041
"player";140;0.000211599906896041
"sent";140;0.000211599906896041
"wife";140;0.000211599906896041
"above";139;0.000210088478989641
"loved";139;0.000210088478989641
"spring";139;0.000210088478989641
"yourself";139;0.000210088478989641
"cannot";138;0.00020857705108324
"continue";138;0.00020857705108324
"goal";138;0.00020857705108324
"themselves";138;0.00020857705108324
"difficult";137;0.00020706562317684
"starting";137;0.00020706562317684
"body";136;0.00020555419527044
"excited";136;0.00020555419527044
"level";136;0.00020555419527044
"mark";136;0.00020555419527044
"shows";136;0.00020555419527044
"washington";136;0.00020555419527044
"drive";135;0.00020404276736404
"near";135;0.00020404276736404
"recently";135;0.00020404276736404
"san";135;0.00020404276736404
"west";135;0.00020404276736404
"wonderful";135;0.00020404276736404
"blue";134;0.000202531339457639
"brought";134;0.000202531339457639
"eat";134;0.000202531339457639
"players";134;0.000202531339457639
"boy";133;0.000201019911551239
"brown";133;0.000201019911551239
"dinner";133;0.000201019911551239
"education";133;0.000201019911551239
"fans";133;0.000201019911551239
"fire";133;0.000201019911551239
"door";132;0.000199508483644839
"gone";132;0.000199508483644839
"heat";132;0.000199508483644839
"hour";132;0.000199508483644839
"likely";132;0.000199508483644839
"worked";132;0.000199508483644839
"ball";131;0.000197997055738438
"decision";131;0.000197997055738438
"seeing";131;0.000197997055738438
"shot";131;0.000197997055738438
"hold";130;0.000196485627832038
"huge";130;0.000196485627832038
"learn";130;0.000196485627832038
"sweet";130;0.000196485627832038
"worth";130;0.000196485627832038
"act";129;0.000194974199925638
"can’t";129;0.000194974199925638
"email";129;0.000194974199925638
"middle";129;0.000194974199925638
"personal";129;0.000194974199925638
"political";129;0.000194974199925638
"race";129;0.000194974199925638
"control";128;0.000193462772019237
"happened";128;0.000193462772019237
"strong";128;0.000193462772019237
"trip";128;0.000193462772019237
"ways";128;0.000193462772019237
"yearold";128;0.000193462772019237
"energy";127;0.000191951344112837
"seem";127;0.000191951344112837
"age";126;0.000190439916206437
"girls";126;0.000190439916206437
"giving";126;0.000190439916206437
"led";126;0.000190439916206437
"perhaps";126;0.000190439916206437
"whose";126;0.000190439916206437
"daughter";125;0.000188928488300037
"record";125;0.000188928488300037
"united";125;0.000188928488300037
"husband";124;0.000187417060393636
"medical";124;0.000187417060393636
"page";124;0.000187417060393636
"price";124;0.000187417060393636
"round";124;0.000187417060393636
"view";124;0.000187417060393636
"whatever";124;0.000187417060393636
"career";123;0.000185905632487236
"knows";123;0.000185905632487236
"picture";123;0.000185905632487236
"plans";123;0.000185905632487236
"site";123;0.000185905632487236
"spend";123;0.000185905632487236
"billion";122;0.000184394204580836
"choice";122;0.000184394204580836
"interesting";122;0.000184394204580836
"questions";122;0.000184394204580836
"staff";122;0.000184394204580836
"bowl";121;0.000182882776674435
"despite";121;0.000182882776674435
"finished";121;0.000182882776674435
"hate";121;0.000182882776674435
"jesus";121;0.000182882776674435
"low";121;0.000182882776674435
"piece";121;0.000182882776674435
"simply";121;0.000182882776674435
"chicago";120;0.000181371348768035
"cover";120;0.000181371348768035
"cup";120;0.000181371348768035
"died";120;0.000181371348768035
"feet";120;0.000181371348768035
"key";120;0.000181371348768035
"rock";120;0.000181371348768035
"seven";120;0.000181371348768035
"welcome";120;0.000181371348768035
"attention";119;0.000179859920861635
"cleveland";119;0.000179859920861635
"comment";119;0.000179859920861635
"earlier";119;0.000179859920861635
"provide";119;0.000179859920861635
"security";119;0.000179859920861635
"changed";118;0.000178348492955235
"dark";118;0.000178348492955235
"financial";118;0.000178348492955235
"sign";118;0.000178348492955235
"air";117;0.000176837065048834
"bank";117;0.000176837065048834
"below";117;0.000176837065048834
"james";117;0.000176837065048834
"louis";117;0.000176837065048834
"lunch";117;0.000176837065048834
"ones";117;0.000176837065048834
"plus";117;0.000176837065048834
"step";117;0.000176837065048834
"stories";117;0.000176837065048834
"ahead";116;0.000175325637142434
"campaign";116;0.000175325637142434
"deep";116;0.000175325637142434
"happen";116;0.000175325637142434
"jobs";116;0.000175325637142434
"return";116;0.000175325637142434
"student";116;0.000175325637142434
"waiting";116;0.000175325637142434
"chicken";115;0.000173814209236034
"complete";115;0.000173814209236034
"conference";115;0.000173814209236034
"council";115;0.000173814209236034
"create";115;0.000173814209236034
"dead";115;0.000173814209236034
"design";115;0.000173814209236034
"further";115;0.000173814209236034
"gonna";115;0.000173814209236034
"haha";115;0.000173814209236034
"internet";115;0.000173814209236034
"stand";115;0.000173814209236034
"study";115;0.000173814209236034
"total";115;0.000173814209236034
"example";114;0.000172302781329633
"facebook";114;0.000172302781329633
"ideas";114;0.000172302781329633
"opening";114;0.000172302781329633
"vote";114;0.000172302781329633
"“the";113;0.000170791353423233
"bought";113;0.000170791353423233
"club";113;0.000170791353423233
"force";113;0.000170791353423233
"industry";113;0.000170791353423233
"website";113;0.000170791353423233
"characters";112;0.000169279925516833
"june";112;0.000169279925516833
"league";112;0.000169279925516833
"paid";112;0.000169279925516833
"entire";111;0.000167768497610432
"football";111;0.000167768497610432
"funny";111;0.000167768497610432
"international";111;0.000167768497610432
"passed";111;0.000167768497610432
"paul";111;0.000167768497610432
"property";111;0.000167768497610432
"action";110;0.000166257069704032
"etc";110;0.000166257069704032
"issues";110;0.000166257069704032
"lots";110;0.000166257069704032
"michael";110;0.000166257069704032
"problems";110;0.000166257069704032
"save";110;0.000166257069704032
"sort";110;0.000166257069704032
"super";110;0.000166257069704032
"yesterday";110;0.000166257069704032
"christmas";109;0.000164745641797632
"david";109;0.000164745641797632
"details";109;0.000164745641797632
"main";109;0.000164745641797632
"style";109;0.000164745641797632
"wrote";109;0.000164745641797632
"coffee";108;0.000163234213891232
"due";108;0.000163234213891232
"exactly";108;0.000163234213891232
"learned";108;0.000163234213891232
"lose";108;0.000163234213891232
"moving";108;0.000163234213891232
"oregon";108;0.000163234213891232
"pass";108;0.000163234213891232
"photos";108;0.000163234213891232
"yeah";108;0.000163234213891232
"cause";107;0.000161722785984831
"character";107;0.000161722785984831
"included";107;0.000161722785984831
"interest";107;0.000161722785984831
"safe";107;0.000161722785984831
"smith";107;0.000161722785984831
"color";106;0.000160211358078431
"crazy";106;0.000160211358078431
"definitely";106;0.000160211358078431
"sorry";106;0.000160211358078431
"sounds";106;0.000160211358078431
"speak";106;0.000160211358078431
"answer";105;0.000158699930172031
"cold";105;0.000158699930172031
"created";105;0.000158699930172031
"daily";105;0.000158699930172031
"kept";105;0.000158699930172031
"land";105;0.000158699930172031
"met";105;0.000158699930172031
"opportunity";105;0.000158699930172031
"training";105;0.000158699930172031
"voice";105;0.000158699930172031
"afternoon";104;0.00015718850226563
"alone";104;0.00015718850226563
"bed";104;0.00015718850226563
"changes";104;0.00015718850226563
"cook";104;0.00015718850226563
"development";104;0.00015718850226563
"form";104;0.00015718850226563
"pictures";104;0.00015718850226563
"press";104;0.00015718850226563
"seemed";104;0.00015718850226563
"union";104;0.00015718850226563
"current";103;0.00015567707435923
"employees";103;0.00015567707435923
"fight";103;0.00015567707435923
"original";103;0.00015567707435923
"star";103;0.00015567707435923
"box";102;0.00015416564645283
"built";102;0.00015416564645283
"data";102;0.00015416564645283
"hair";102;0.00015416564645283
"hall";102;0.00015416564645283
"itself";102;0.00015416564645283
"moved";102;0.00015416564645283
"rights";102;0.00015416564645283
"budget";101;0.00015265421854643
"chief";101;0.00015265421854643
"eight";101;0.00015265421854643
"miles";101;0.00015265421854643
"period";101;0.00015265421854643
"practice";101;0.00015265421854643
"private";101;0.00015265421854643
"runs";101;0.00015265421854643
"similar";101;0.00015265421854643
"test";101;0.00015265421854643
"california";100;0.000151142790640029
"hospital";100;0.000151142790640029
"photo";100;0.000151142790640029
"simple";100;0.000151142790640029
"sleep";100;0.000151142790640029
"build";99;0.000149631362733629
"dog";99;0.000149631362733629
"economy";99;0.000149631362733629
"minute";99;0.000149631362733629
"showed";99;0.000149631362733629
"date";98;0.000148119934827229
"gift";98;0.000148119934827229
"member";98;0.000148119934827229
"portland";98;0.000148119934827229
"river";98;0.000148119934827229
"shit";98;0.000148119934827229
"beat";97;0.000146608506920828
"cases";97;0.000146608506920828
"considered";97;0.000146608506920828
"dad";97;0.000146608506920828
"ground";97;0.000146608506920828
"he’s";97;0.000146608506920828
"loss";97;0.000146608506920828
"sit";97;0.000146608506920828
"society";97;0.000146608506920828
"sound";97;0.000146608506920828
"upon";97;0.000146608506920828
"value";97;0.000146608506920828
"written";97;0.000146608506920828
"allowed";96;0.000145097079014428
"author";96;0.000145097079014428
"economic";96;0.000145097079014428
"events";96;0.000145097079014428
"fast";96;0.000145097079014428
"forget";96;0.000145097079014428
"gives";96;0.000145097079014428
"places";96;0.000145097079014428
"rate";96;0.000145097079014428
"received";96;0.000145097079014428
"residents";96;0.000145097079014428
"review";96;0.000145097079014428
"send";96;0.000145097079014428
"stage";96;0.000145097079014428
"amount";95;0.000143585651108028
"certainly";95;0.000143585651108028
"doesn’t";95;0.000143585651108028
"extra";95;0.000143585651108028
"focus";95;0.000143585651108028
"fresh";95;0.000143585651108028
"hands";95;0.000143585651108028
"hotel";95;0.000143585651108028
"interested";95;0.000143585651108028
"involved";95;0.000143585651108028
"served";95;0.000143585651108028
"station";95;0.000143585651108028
"announced";94;0.000142074223201628
"average";94;0.000142074223201628
"bar";94;0.000142074223201628
"beach";94;0.000142074223201628
"beginning";94;0.000142074223201628
"expect";94;0.000142074223201628
"leaving";94;0.000142074223201628
"manager";94;0.000142074223201628
"quickly";94;0.000142074223201628
"role";94;0.000142074223201628
"seriously";94;0.000142074223201628
"serve";94;0.000142074223201628
"table";94;0.000142074223201628
"track";94;0.000142074223201628
"trade";94;0.000142074223201628
"completely";93;0.000140562795295227
"cream";93;0.000140562795295227
"east";93;0.000140562795295227
"glass";93;0.000140562795295227
"growing";93;0.000140562795295227
"king";93;0.000140562795295227
"ride";93;0.000140562795295227
"there’s";93;0.000140562795295227
"wine";93;0.000140562795295227
"workers";93;0.000140562795295227
"anyway";92;0.000139051367388827
"busy";92;0.000139051367388827
"chris";92;0.000139051367388827
"note";92;0.000139051367388827
"senior";92;0.000139051367388827
"spending";92;0.000139051367388827
"spot";92;0.000139051367388827
"tea";92;0.000139051367388827
"title";92;0.000139051367388827
"tweet";92;0.000139051367388827
"type";92;0.000139051367388827
"you’re";92;0.000139051367388827
"biggest";91;0.000137539939482427
"block";91;0.000137539939482427
